1	2
1	7
1	14
1	17
1	18
1	20
1	22
1	23
1	44
1	49
1	57
1	65
1	66
1	73
1	83
1	89
1	97
2	1
2	7
2	13
2	17
2	18
2	20
2	22
2	23
2	28
2	32
2	37
2	43
2	44
2	49
2	57
2	65
2	70
2	72
2	73
2	83
2	87
2	89
2	92
2	94
3	8
3	34
3	62
3	67
3	85
3	97
4	6
4	32
4	51
4	65
4	68
4	74
5	8
5	62
5	64
5	65
5	67
6	4
6	21
6	26
6	45
6	48
6	51
6	52
6	54
6	61
6	68
6	74
6	78
7	1
7	2
7	17
7	22
7	23
7	44
7	65
7	73
7	83
7	85
7	99
8	3
8	5
8	14
8	19
8	27
8	29
8	31
8	34
8	42
8	53
8	62
8	66
8	67
8	75
8	85
9	11
9	12
9	17
9	21
9	25
9	27
9	46
9	72
9	97
10	13
10	21
10	26
10	43
10	66
11	9
11	13
11	41
11	46
11	64
11	97
12	9
12	13
12	20
12	21
12	26
12	27
12	29
12	33
12	46
12	51
12	66
12	79
12	92
12	93
12	97
13	2
13	10
13	11
13	12
13	15
13	21
13	24
13	26
13	27
13	29
13	33
13	35
13	39
13	46
13	60
13	63
13	66
13	70
13	71
13	73
13	92
13	97
13	100
14	1
14	8
14	19
14	34
14	42
14	58
14	62
15	13
15	19
15	21
15	22
15	25
15	26
15	27
15	28
15	29
15	30
15	46
15	63
15	66
15	77
15	92
15	97
15	100
16	40
16	77
16	86
16	88
16	98
17	1
17	2
17	7
17	9
17	18
17	20
17	22
17	23
17	42
17	43
17	44
17	46
17	49
17	57
17	65
17	70
17	72
17	79
17	81
17	83
17	87
17	94
17	99
18	1
18	2
18	17
18	22
18	23
18	43
18	44
18	57
18	64
18	65
18	71
18	73
18	83
18	89
19	8
19	14
19	15
19	38
19	58
19	62
19	67
19	75
20	1
20	2
20	12
20	17
20	22
20	57
20	65
20	73
20	97
21	6
21	9
21	10
21	12
21	13
21	15
21	22
21	24
21	25
21	26
21	27
21	28
21	29
21	33
21	34
21	35
21	41
21	46
21	64
21	66
21	71
21	87
21	92
21	93
21	97
21	100
22	1
22	2
22	7
22	15
22	17
22	18
22	20
22	21
22	44
22	55
22	57
22	65
22	67
22	70
22	72
22	73
22	83
22	94
22	99
23	1
23	2
23	7
23	17
23	18
23	37
23	57
23	58
23	70
23	87
24	13
24	21
24	46
24	78
24	93
25	9
25	15
25	21
25	46
25	48
25	66
25	97
26	6
26	10
26	12
26	13
26	15
26	21
26	27
26	28
26	29
26	33
26	41
26	46
26	53
26	58
26	59
26	66
26	92
26	97
26	99
26	100
27	8
27	9
27	12
27	13
27	15
27	21
27	26
27	29
27	35
27	40
27	46
27	56
27	66
27	71
27	97
27	100
28	2
28	15
28	21
28	26
28	66
28	88
28	97
29	8
29	12
29	13
29	15
29	21
29	26
29	27
29	41
29	46
29	66
29	71
29	83
29	92
29	97
30	15
30	40
30	47
30	77
30	81
31	8
31	45
31	58
31	62
31	67
32	2
32	4
32	45
32	52
32	54
32	56
32	78
32	82
33	12
33	13
33	21
33	26
33	46
33	66
33	95
33	97
33	99
34	3
34	8
34	14
34	21
34	39
34	42
34	53
34	58
34	64
34	79
34	82
34	85
35	13
35	21
35	27
35	46
35	66
35	70
35	71
35	89
35	93
35	97
36	45
36	54
36	56
36	74
36	92
37	2
37	23
37	51
37	52
37	56
37	82
37	90
38	19
38	60
38	62
38	64
38	66
38	79
38	80
38	93
39	13
39	34
39	58
39	62
39	75
39	80
40	16
40	27
40	30
40	50
40	55
40	58
40	76
40	77
40	84
40	95
40	96
41	11
41	21
41	26
41	29
41	46
41	52
41	58
41	63
41	66
41	71
41	97
42	8
42	14
42	17
42	34
42	75
43	2
43	10
43	17
43	18
43	57
44	1
44	2
44	7
44	17
44	18
44	22
44	53
44	57
44	65
44	67
44	70
45	6
45	31
45	32
45	36
45	51
45	54
45	56
45	66
45	78
45	90
46	9
46	11
46	12
46	13
46	15
46	17
46	21
46	24
46	25
46	26
46	27
46	29
46	33
46	35
46	41
46	52
46	66
46	69
46	71
46	78
46	90
46	92
46	97
47	30
47	50
47	86
47	88
47	91
47	94
47	96
48	6
48	25
48	51
48	52
48	82
49	1
49	2
49	17
49	89
49	96
50	40
50	47
50	57
50	69
50	70
50	76
50	86
50	88
50	91
50	96
51	4
51	6
51	12
51	37
51	45
51	48
51	52
51	78
51	82
51	93
52	6
52	32
52	37
52	41
52	46
52	48
52	51
52	54
52	61
52	74
52	78
53	8
53	26
53	34
53	44
53	58
53	62
53	85
54	6
54	32
54	36
54	45
54	52
54	56
54	57
54	61
54	68
54	73
54	88
54	90
55	22
55	40
55	76
55	81
55	95
56	27
56	32
56	36
56	37
56	45
56	54
57	1
57	2
57	17
57	18
57	20
57	22
57	23
57	43
57	44
57	50
57	54
57	62
57	73
57	83
57	87
58	14
58	19
58	23
58	26
58	31
58	34
58	39
58	40
58	41
58	53
58	60
58	62
58	64
58	67
58	75
58	79
58	85
58	98
59	26
59	62
59	66
59	92
59	97
60	13
60	38
60	58
60	62
60	67
61	6
61	52
61	54
61	78
61	81
62	3
62	5
62	8
62	14
62	19
62	31
62	38
62	39
62	53
62	57
62	58
62	59
62	60
62	64
62	67
62	75
62	79
62	80
62	86
62	97
62	98
63	13
63	15
63	41
63	66
63	84
63	97
64	5
64	11
64	18
64	21
64	34
64	38
64	58
64	62
64	67
64	75
64	98
65	1
65	2
65	4
65	5
65	7
65	17
65	18
65	20
65	22
65	44
65	70
65	80
65	83
65	89
65	99
66	1
66	8
66	10
66	12
66	13
66	15
66	21
66	25
66	26
66	27
66	28
66	29
66	33
66	35
66	38
66	41
66	45
66	46
66	59
66	63
66	71
66	76
66	92
66	93
66	95
66	97
66	100
67	3
67	5
67	8
67	19
67	22
67	31
67	44
67	58
67	60
67	62
67	64
67	79
67	80
68	4
68	6
68	54
68	78
68	100
69	46
69	50
69	88
69	91
69	96
70	2
70	13
70	17
70	22
70	23
70	35
70	44
70	50
70	65
70	72
70	73
70	83
70	94
71	13
71	18
71	21
71	27
71	29
71	35
71	41
71	46
71	66
71	91
71	92
71	97
72	2
72	9
72	17
72	22
72	70
72	83
72	89
73	1
73	2
73	7
73	13
73	18
73	20
73	22
73	54
73	57
73	70
74	4
74	6
74	36
74	52
74	82
74	96
75	8
75	19
75	39
75	42
75	58
75	62
75	64
75	80
75	83
75	92
76	40
76	50
76	55
76	66
76	81
76	86
76	88
76	96
77	15
77	16
77	30
77	40
77	91
78	6
78	24
78	32
78	45
78	46
78	51
78	52
78	61
78	68
78	82
78	90
79	12
79	17
79	34
79	38
79	58
79	62
79	67
79	80
80	38
80	39
80	62
80	65
80	67
80	75
80	79
80	98
81	17
81	30
81	55
81	61
81	76
81	84
81	86
81	88
81	96
82	32
82	34
82	37
82	48
82	51
82	74
82	78
83	1
83	2
83	7
83	17
83	18
83	22
83	29
83	57
83	65
83	70
83	72
83	75
84	40
84	63
84	81
84	88
84	95
85	3
85	7
85	8
85	34
85	53
85	58
86	16
86	47
86	50
86	62
86	76
86	81
87	2
87	17
87	21
87	23
87	57
88	16
88	28
88	47
88	50
88	54
88	69
88	76
88	81
88	84
88	96
89	1
89	2
89	18
89	35
89	49
89	65
89	72
90	37
90	45
90	46
90	54
90	78
91	47
91	50
91	69
91	71
91	77
92	2
92	12
92	13
92	15
92	21
92	26
92	29
92	36
92	46
92	59
92	66
92	71
92	75
92	93
92	97
93	12
93	21
93	24
93	35
93	38
93	51
93	66
93	92
94	2
94	17
94	22
94	47
94	70
95	33
95	40
95	55
95	66
95	84
95	96
96	40
96	47
96	49
96	50
96	69
96	74
96	76
96	81
96	88
96	95
97	1
97	3
97	9
97	11
97	12
97	13
97	15
97	20
97	21
97	25
97	26
97	27
97	28
97	29
97	33
97	35
97	41
97	46
97	59
97	62
97	63
97	66
97	71
97	92
97	98
98	16
98	58
98	62
98	64
98	80
98	97
99	7
99	17
99	22
99	26
99	33
99	65
100	13
100	15
100	21
100	26
100	27
100	66
100	68
