1	6
1	17
1	27
1	34
1	108
1	143
1	179
1	251
1	291
1	306
1	319
1	333
1	350
1	479
1	697
1	726
1	898
1	914
1	932
1	988
2	95
2	161
2	278
2	381
2	516
2	711
2	801
2	864
2	880
2	900
2	902
3	41
3	124
3	139
3	193
3	343
3	356
3	502
3	669
4	79
4	322
4	334
4	512
4	803
4	948
4	952
5	13
5	170
5	251
5	299
5	314
5	406
5	491
5	492
5	510
5	959
6	1
6	27
6	34
6	62
6	66
6	76
6	108
6	143
6	146
6	152
6	163
6	172
6	179
6	288
6	291
6	333
6	346
6	350
6	414
6	434
6	443
6	479
6	502
6	521
6	532
6	614
6	618
6	623
6	637
6	644
6	697
6	719
6	726
6	728
6	734
6	743
6	744
6	861
6	862
6	888
6	895
6	898
6	914
6	932
6	958
7	259
7	261
7	407
7	433
7	491
7	556
7	581
7	853
7	901
8	10
8	192
8	204
8	248
8	253
8	321
8	326
8	419
8	425
8	454
8	491
8	514
8	544
8	545
8	694
8	711
8	732
8	751
8	753
8	763
8	802
8	865
8	890
8	919
8	940
8	982
9	11
9	30
9	36
9	46
9	90
9	118
9	132
9	162
9	178
9	229
9	246
9	250
9	251
9	379
9	389
9	402
9	464
9	536
9	564
9	567
9	568
9	586
9	587
9	610
9	625
9	632
9	644
9	649
9	659
9	682
9	684
9	698
9	730
9	738
9	769
9	779
9	793
9	809
9	850
9	854
9	912
9	919
9	930
9	944
9	999
10	8
10	21
10	22
10	90
10	96
10	152
10	173
10	181
10	182
10	204
10	248
10	253
10	321
10	326
10	384
10	398
10	407
10	419
10	425
10	454
10	514
10	544
10	545
10	578
10	579
10	589
10	694
10	711
10	751
10	763
10	802
10	825
10	830
10	865
10	890
10	940
10	982
10	994
11	9
11	186
11	409
11	494
11	542
11	704
11	741
11	848
11	897
11	938
11	955
11	992
12	34
12	39
12	69
12	92
12	114
12	330
12	347
12	363
12	483
12	525
12	919
12	954
13	5
13	35
13	49
13	89
13	116
13	169
13	170
13	232
13	251
13	263
13	265
13	280
13	299
13	303
13	308
13	314
13	372
13	406
13	429
13	437
13	453
13	464
13	489
13	490
13	492
13	496
13	518
13	555
13	577
13	596
13	603
13	620
13	621
13	683
13	694
13	726
13	732
13	766
13	827
13	834
13	841
13	886
13	907
13	938
13	939
13	959
13	973
14	33
14	59
14	64
14	212
14	334
14	795
14	866
14	952
15	25
15	129
15	219
